PERIFEREIA	PRCODE	EKL_PERIF	DIMOS	ET	ADDRESS	PLACE	PSIFISAN	AKIRA_LEFKA	EGGIRA	Geor	Meim	Mits	Tzi	rGeor	rMeim	rMits	rTzi	pGeor	pMeim	pMits	pTzi
PATT	39	Β'  ΑΘΗΝΩΝ	ΚΗΦΙΣΙΑΣ	53019	ΛΕΒΙΔΟΥ 42	1ο ΓΥΜΝΑΣΙΟ & ΛΥΚΕΙΟ	441	6	435	78	97	237	23	3	2	1	4	17.93%	22.30%	54.48%	5.29%
PATT	39	Β'  ΑΘΗΝΩΝ	ΚΗΦΙΣΙΑΣ	53020	ΠΛΑΤΕΙΑ ΚΕΝΝΕΝΤΥ	ΕΝΤΕΥΚΤΗΡΙΟ	540	4	536	138	109	261	28	2	3	1	4	25.75%	20.34%	48.69%	5.22%
PATT	39	Β'  ΑΘΗΝΩΝ	ΚΗΦΙΣΙΑΣ	53021	ΠΛΑΤΕΙΑ ΚΕΝΝΕΝΤΥ	ΕΝΤΕΥΚΤΗΡΙΟ	423	8	415	106	97	197	15	2	3	1	4	25.54%	23.37%	47.47%	3.61%
PATT	39	Β'  ΑΘΗΝΩΝ	ΚΗΦΙΣΙΑΣ	53022	"ΒΙΛΛΑ ""ΚΩΝΣΤΑ"" ΛΟΥΚΗ ΑΚΡΙΤΑ 4"	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	791	9	782	184	169	388	41	2	3	1	4	23.53%	21.61%	49.62%	5.24%
PATT	39	Β'  ΑΘΗΝΩΝ	ΚΗΦΙΣΙΑΣ	53023	"ΒΙΛΛΑ ""ΚΩΝΣΤΑ"" ΛΟΥΚΗ ΑΚΡΙΤΑ 4"	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	664	10	654	119	162	332	41	3	2	1	4	18.20%	24.77%	50.76%	6.27%
PATT	39	Β'  ΑΘΗΝΩΝ	ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ	53028	ΣΟΛΩΜΟΥ & ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ 	466	7	399	50	194	180	35	3	1	2	4	12.53%	48.62%	45.11%	8.77%
PATT	39	Β'  ΑΘΗΝΩΝ	ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ	53029	ΣΟΛΩΜΟΥ & ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ 	450	6	444	58	188	162	36	3	1	2	4	13.06%	42.34%	36.49%	8.11%
PATT	39	Β'  ΑΘΗΝΩΝ	ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ	53030	ΕΠΤΑΛΟΦΟΥ & ΠΕΙΡΑΙΩΣ 	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ 3	244	1	243	43	83	75	42	3	1	2	4	17.70%	34.16%	30.86%	17.28%
PATT	39	Β'  ΑΘΗΝΩΝ	ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ	53031	ΕΠΤΑΛΟΦΟΥ & ΠΕΙΡΑΙΩΣ 	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ 3	273	2	271	43	86	93	49	4	2	1	3	15.87%	31.73%	34.32%	18.08%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53032	ΚΑΛΛΙΓΑ 74 	ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ	657	10	647	136	134	347	30	2	3	1	4	21.02%	20.71%	53.63%	4.64%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53033	ΚΑΛΛΙΓΑ 74 	ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ	646	0	646	143	113	362	28	2	3	1	4	22.14%	17.49%	56.04%	4.33%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53034	ΠΛΑΤΕΙΑ ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ  	ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ (ΠΡΩΗΝ BLUE BELLE) 	643	7	636	122	126	368	20	3	2	1	4	19.18%	19.81%	57.86%	3.14%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53035	ΠΛΑΤΕΙΑ ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ  	ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ (ΠΡΩΗΝ BLUE BELLE) 	620	4	616	117	147	333	19	3	2	1	4	18.99%	23.86%	54.06%	3.08%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53036	ΡΗΓΑ ΦΕΡΡΑΙΟΥ & ΜΠΟΥΜΠΟΥΛΙΝΑΣ	ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ	647	9	638	86	213	275	64	3	2	1	4	13.48%	33.39%	43.10%	10.03%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΟΘΕΗΣ-ΨΥΧΙΚΟΥ	53037	ΡΗΓΑ ΦΕΡΡΑΙΟΥ & ΜΠΟΥΜΠΟΥΛΙΝΑΣ	ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ	583	7	576	108	196	225	47	3	2	1	4	18.75%	34.03%	39.06%	8.16%
PATT	39	Β'  ΑΘΗΝΩΝ	ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ	53038	ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ & ΡΗΓΑ ΦΕΡΡΑΙΟΥ	"ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ        ""Μ.ΑΝΑΓΝΩΣΤΑΚΗ"""	307	1	306	54	95	135	22	3	2	1	4	17.65%	31.05%	44.12%	7.19%
PATT	39	Β'  ΑΘΗΝΩΝ	ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ	53039	ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ & ΡΗΓΑ ΦΕΡΡΑΙΟΥ	"ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ        ""Μ.ΑΝΑΓΝΩΣΤΑΚΗ"""	427	1	426	105	141	158	22	3	2	1	4	24.65%	33.10%	37.09%	5.16%
PATT	39	Β'  ΑΘΗΝΩΝ	ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ	53040	ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ & ΡΗΓΑ ΦΕΡΡΑΙΟΥ	"ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ        ""Μ.ΑΝΑΓΝΩΣΤΑΚΗ"""	639	6	633	102	207	276	48	3	2	1	4	16.11%	32.70%	43.60%	7.58%
PATT	39	Β'  ΑΘΗΝΩΝ	ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ	53041	ΑΓ. ΒΑΡΒΑΡΑΣ 25	ΠΑΛΑΙΟ ΔΗΜΑΡΧΕΙΟ	532	9	523	98	170	211	44	3	2	1	4	18.74%	32.50%	40.34%	8.41%
PATT	39	Β'  ΑΘΗΝΩΝ	ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ	53042	ΧΡΥΣΑΝΘΟΥ ΤΡΑΠΕΖΟΥΝΤΟΣ 8	Α΄ ΚΑΠΗ	194	0	194	33	69	76	16	3	2	1	4	17.01%	35.57%	39.18%	8.25%
PATT	39	Β'  ΑΘΗΝΩΝ	ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ	53043	ΧΡΥΣΑΝΘΟΥ ΤΡΑΠΕΖΟΥΝΤΟΣ 8	Α΄ ΚΑΠΗ	400	0	400	83	154	135	28	3	1	2	4	20.75%	38.50%	33.75%	7.00%
PATT	39	Β'  ΑΘΗΝΩΝ	ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ	53044	ΑΞΙΟΥΠΟΛΕΩΣ 27	Α΄ ΚΑΠΗ	680	12	668	100	229	260	79	3	2	1	4	14.97%	34.28%	38.92%	11.83%
PATT	39	Β'  ΑΘΗΝΩΝ	ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ	53045	ΑΞΙΟΥΠΟΛΕΩΣ 27	Α΄ ΚΑΠΗ	606	5	601	107	216	221	57	3	2	1	4	17.80%	35.94%	36.77%	9.48%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΑΔΕΛΦΕΙΑΣ-ΧΑΛΚΗΔΟΝΟΣ	53046	ΝΙΚΟΛΑΟΥ ΤΡΥΠΙΑ 45	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	498	9	489	142	189	116	42	2	1	3	4	29.04%	38.65%	23.72%	8.59%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΑΔΕΛΦΕΙΑΣ-ΧΑΛΚΗΔΟΝΟΣ	53047	ΝΙΚΟΛΑΟΥ ΤΡΥΠΙΑ 45	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	441	15	426	110	169	115	32	3	1	2	4	25.82%	39.67%	27.00%	7.51%
PATT	39	Β'  ΑΘΗΝΩΝ	ΦΙΛΑΔΕΛΦΕΙΑΣ-ΧΑΛΚΗΔΟΝΟΣ	53048	ΔΕΚΕΛΕΙΑΣ 58	ΤΟΠΙΚΗ ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ	521	4	517	90	205	175	47	3	1	2	4	17.41%	39.65%	33.85%	9.09%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΒΑΡΒΑΡΑΣ	53049	ΚΑΛΑΤΖΑΚΟΥ 7 	ΚΑΠΗ	282	9	273	29	116	104	24	3	1	2	4	10.62%	42.49%	38.10%	8.79%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΒΑΡΒΑΡΑΣ	53050	ΚΑΛΑΤΖΑΚΟΥ 7 	ΚΑΠΗ	255	3	252	43	106	82	21	3	1	2	4	17.06%	42.06%	32.54%	8.33%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ	53051	ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 55	ΔΗΜΑΡΧΕΙΟ	734	12	722	116	293	230	83	3	1	2	4	16.07%	40.58%	31.86%	11.50%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ	53052	ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 55	ΔΗΜΑΡΧΕΙΟ	876	10	866	161	340	238	127	3	1	2	4	18.59%	39.26%	27.48%	14.67%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ	53053	ΜΕΣΟΓΕΙΩΝ 415-417	ΔΗΜΑΡΧΕΙΟ	667	0	667	136	215	256	60	3	2	1	4	20.39%	32.23%	38.38%	9.00%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ	53054	ΜΕΣΟΓΕΙΩΝ 415-417	ΔΗΜΑΡΧΕΙΟ	988	7	981	190	347	379	65	3	2	1	4	19.37%	35.37%	38.63%	6.63%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ	53055	ΓΟΥΝΑΡΗ 30	ΚΑΠΗ ΚΟΝΤΟΠΕΥΚΟΥ	702	0	702	156	234	279	33	3	2	1	4	22.22%	33.33%	39.74%	4.70%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ	53056	ΓΟΥΝΑΡΗ 30	ΚΑΠΗ ΚΟΝΤΟΠΕΥΚΟΥ	753	0	753	163	214	312	64	3	2	1	4	21.65%	28.42%	41.43%	8.50%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΙΓΑΛΕΩ	53057	ΔΗΜΑΡΧΕΙΟΥ 17 & ΚΟΥΝΤΟΥΡΙΩΤΟΥ	"ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ ""ΓΙΑΝΝΗΣ ΡΙΤΣΟΣ"""	302	1	301	54	112	111	24	3	1	2	4	17.94%	37.21%	36.88%	7.97%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΙΓΑΛΕΩ	53058	ΔΗΜΑΡΧΕΙΟΥ 17 & ΚΟΥΝΤΟΥΡΙΩΤΟΥ	"ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ ""ΓΙΑΝΝΗΣ ΡΙΤΣΟΣ"""	517	9	508	101	206	132	69	3	1	2	4	19.88%	40.55%	25.98%	13.58%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΙΓΑΛΕΩ	53059	Λ.ΘΗΒΩΝ 314 (ΕΙΣΟΔΟΣ ΑΠΌ ΜΑΚΡΗΣ)	"ΔΗΜΟΤΙΚΟ ΓΗΠΕΔΟ ""ΣΤΑΥΡΟΣ ΜΑΥΡΟΘΑΛΑΣΣΙΤΗΣ"" "	328	8	320	46	146	75	53	4	1	2	3	14.38%	45.63%	23.44%	16.56%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΙΓΑΛΕΩ	53060	Λ.ΘΗΒΩΝ 314 (ΕΙΣΟΔΟΣ ΑΠΌ ΜΑΚΡΗΣ)	"ΔΗΜΟΤΙΚΟ ΓΗΠΕΔΟ ""ΣΤΑΥΡΟΣ ΜΑΥΡΟΘΑΛΑΣΣΙΤΗΣ"" "	457	8	449	83	206	104	56	3	1	2	4	18.49%	45.88%	23.16%	12.47%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΛΙΜΟΥ	53061	ΛΕΩΦΟΡΟΣ ΚΑΛΑΜΑΚΙΟΥ 76 & ΕΡΕΧΘΕΙΟΥ 	Α΄ ΚΑΠΗ	484	11	473	78	167	189	39	3	2	1	4	16.49%	35.31%	39.96%	8.25%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΛΙΜΟΥ	53062	ΛΕΩΦΟΡΟΣ ΚΑΛΑΜΑΚΙΟΥ 76 & ΕΡΕΧΘΕΙΟΥ 	Α΄ ΚΑΠΗ	746	4	742	124	241	325	52	3	2	1	4	16.71%	32.48%	43.80%	7.01%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΛΙΜΟΥ	53063	ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 17 (ΑΝΩ ΚΑΛΑΜΑΚΙ)	Β΄ ΚΑΠΗ 	400	1	399	84	149	124	42	3	1	2	4	21.05%	37.34%	31.08%	10.53%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΛΙΜΟΥ	53064	ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 17 (ΑΝΩ ΚΑΛΑΜΑΚΙ)	Β΄ ΚΑΠΗ 	483	7	476	87	190	168	31	3	1	2	4	18.28%	39.92%	35.29%	6.51%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53065	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	454	4	450	92	164	163	31	3	1	2	4	20.44%	36.44%	36.22%	6.89%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53066	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	546	7	539	121	162	214	42	3	2	1	4	22.45%	30.06%	39.70%	7.79%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53067	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	384	9	375	58	146	142	29	3	1	2	4	15.47%	38.93%	37.87%	7.73%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53068	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	625	10	615	120	223	238	34	3	2	1	4	19.51%	36.26%	38.70%	5.53%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53069	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	645	7	638	112	232	257	37	3	2	1	4	17.55%	36.36%	40.28%	5.80%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53070	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	572	6	566	114	178	229	45	3	2	1	4	20.14%	31.45%	40.46%	7.95%
PATT	39	Β'  ΑΘΗΝΩΝ	ΑΜΑΡΟΥΣΙΟΥ	53071	ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 9 & ΔΗΜΗΤΡΙΟΥ ΜΟΣΧΑ 3	ΔΗΜΑΡΧΕΙΟ	604	4	600	106	202	253	39	3	2	1	4	17.67%	33.67%	42.17%	6.50%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΡΙΛΗΣΣΙΩΝ	53072	ΚΙΣΣΑΒΟΥ 11	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	495	6	489	94	140	218	37	3	2	1	4	19.22%	28.63%	44.58%	7.57%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΡΙΛΗΣΣΙΩΝ	53073	ΚΙΣΣΑΒΟΥ 11	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	619	5	614	96	183	282	53	3	2	1	4	15.64%	29.80%	45.93%	8.63%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΡΙΛΗΣΣΙΩΝ	53074	ΚΙΣΣΑΒΟΥ 11	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	486	11	475	90	129	215	41	3	2	1	4	18.95%	27.16%	45.26%	8.63%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΡΙΛΗΣΣΙΩΝ	53075	ΚΙΣΣΑΒΟΥ 11	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	529	15	514	102	118	249	45	3	2	1	4	19.84%	22.96%	48.44%	8.75%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΥΡΩΝΟΣ	53076	ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 36-44	ΔΗΜΑΡΧΕΙΟ	472	2	470	54	234	134	48	3	1	2	4	11.49%	49.79%	28.51%	10.21%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΥΡΩΝΟΣ	53077	ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 36-44	ΔΗΜΑΡΧΕΙΟ	585	6	579	91	233	187	68	3	1	2	4	15.72%	40.24%	32.30%	11.74%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΥΡΩΝΟΣ	53078	ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 36-44	ΔΗΜΑΡΧΕΙΟ	385	7	378	62	182	107	27	3	1	2	4	16.40%	48.15%	28.31%	7.14%
PATT	39	Β'  ΑΘΗΝΩΝ	ΒΥΡΩΝΟΣ	53079	ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 36-44	ΔΗΜΑΡΧΕΙΟ	331	6	325	52	152	86	35	3	1	2	4	16.00%	46.77%	26.46%	10.77%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΑΛΑΤΣΙΟΥ	53080	ΑΡΧΙΜΗΔΟΥΣ & ΙΠΠΟΚΡΑΤΟΥΣ 2	ΔΗΜΑΡΧΕΙΟ	581	8	573	100	247	168	58	3	1	2	4	17.45%	43.11%	29.32%	10.12%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΑΛΑΤΣΙΟΥ	53081	ΑΡΧΙΜΗΔΟΥΣ & ΙΠΠΟΚΡΑΤΟΥΣ 2	ΔΗΜΑΡΧΕΙΟ	681	4	677	115	278	212	72	3	1	2	4	16.99%	41.06%	31.31%	10.64%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΑΛΑΤΣΙΟΥ	53082	ΑΡΧΙΜΗΔΟΥΣ & ΙΠΠΟΚΡΑΤΟΥΣ 2	ΔΗΜΑΡΧΕΙΟ	398	0	398	61	186	112	39	3	1	2	4	15.33%	46.73%	28.14%	9.80%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΑΛΑΤΣΙΟΥ	53083	ΑΡΧΙΜΗΔΟΥΣ & ΙΠΠΟΚΡΑΤΟΥΣ 2	ΔΗΜΑΡΧΕΙΟ	465	5	460	70	207	142	41	3	1	2	4	15.22%	45.00%	30.87%	8.91%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53084	ΑΛΣΟΥΣ 15	ΔΗΜΑΡΧΕΙΟ	696	15	681	135	200	297	49	3	2	1	4	19.82%	29.37%	43.61%	7.20%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53085	ΑΛΣΟΥΣ 15	ΔΗΜΑΡΧΕΙΟ	525	0	525	136	105	248	36	2	3	1	4	25.90%	20.00%	47.24%	6.86%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53086	ΑΛΣΟΥΣ 15	ΔΗΜΑΡΧΕΙΟ	693	8	685	119	213	312	41	3	2	1	4	17.37%	31.09%	45.55%	5.99%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53087	ΑΛΣΟΥΣ 15	ΔΗΜΑΡΧΕΙΟ	536	8	528	101	152	231	45	3	2	1	4	19.13%	28.79%	43.75%	8.52%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53088	ΑΓΙΑΣ ΤΡΙΑΔΑΣ 20	ΚΑΠΗ	630	7	623	116	192	265	49	3	2	1	4	18.62%	30.82%	42.54%	7.87%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53089	ΑΓΙΑΣ ΤΡΙΑΔΑΣ 20	ΚΑΠΗ	670	12	658	136	182	301	39	3	2	1	4	20.67%	27.66%	45.74%	5.93%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53090	ΑΡΧΙΠΕΛΑΓΟΥΣ & ΚΩΝ/ΝΟΥ ΑΘΑΝΑΤΟΥ	ΚΑΠΗ ΑΓΙΟΥ ΤΡΥΦΩΝΑ	382	6	376	60	141	142	33	3	2	1	4	15.96%	37.50%	37.77%	8.78%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53091	ΑΡΧΙΠΕΛΑΓΟΥΣ & ΚΩΝ/ΝΟΥ ΑΘΑΝΑΤΟΥ	ΚΑΠΗ ΑΓΙΟΥ ΤΡΥΦΩΝΑ	553	7	546	67	181	231	67	3	2	1	3	12.27%	33.15%	42.31%	12.27%
PATT	39	Β'  ΑΘΗΝΩΝ	ΓΛΥΦΑΔΑΣ	53092	ΑΡΧΙΠΕΛΑΓΟΥΣ & ΚΩΝ/ΝΟΥ ΑΘΑΝΑΤΟΥ	ΚΑΠΗ ΑΓΙΟΥ ΤΡΥΦΩΝΑ	523	12	511	87	177	203	44	3	2	1	4	17.03%	34.64%	39.73%	8.61%
PATT	39	Β'  ΑΘΗΝΩΝ	ΖΩΓΡΑΦΟΥ	53093	ΛΙΒΥΗΣ & ΚΡΑΤΕΡΟΥ (ΑΝΩ ΙΛΙΣΙΑ)	1ο ΚΑΠΗ ΑΝΩ ΙΛΙΣΙΩΝ	500	7	493	66	217	161	49	3	1	2	4	13.39%	44.02%	32.66%	9.94%
