PERIFEREIA	PRCODE	EKL_PERIF	DIMOS	ET	ADDRESS	PLACE	PSIFISAN	AKIRA_LEFKA	EGGIRA	Geor	Meim	Mits	Tzi	rGeor	rMeim	rMits	rTzi	pGeor	pMeim	pMits	pTzi
PH	21	ΠΡΕΒΕΖΗΣ	ΠΑΡΓΑΣ	25005	ΠΑΡΓΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ ΠΑΡΓΑΣ	225	1	224	6	128	58	32	4	1	2	3	2.68%	57.14%	25.89%	14.29%
PH	21	ΠΡΕΒΕΖΗΣ	ΠΑΡΓΑΣ	25006	ΚΑΝΑΛΑΚΙ	ΔΗΜΑΡΧΕΙΟ 	451	0	451	19	201	170	61	4	1	2	3	4.21%	44.57%	37.69%	13.53%
PH	21	ΠΡΕΒΕΖΗΣ	ΖΗΡΟΥ	25007	ΘΕΣΠΡΩΤΙΚΟ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ ΘΕΣΠΡΩΤΙΚΟΥ	317	0	317	16	174	82	45	4	1	2	3	5.05%	54.89%	25.87%	14.20%
PH	21	ΠΡΕΒΕΖΗΣ	ΖΗΡΟΥ	25008	ΦΙΛΙΠΠΙΑΔΑ	ΔΗΜΑΡΧΕΙΟ 	592	7	585	39	257	176	113	4	1	2	3	6.67%	43.93%	30.09%	19.32%
PH	21	ΠΡΕΒΕΖΗΣ	ΖΗΡΟΥ	25009	ΓΟΡΓΟΜΥΛΟΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ ΑΝΩΓΕΙΩΝ	138	0	138	5	68	38	27	4	1	2	3	3.62%	49.28%	27.54%	19.57%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19001	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	449	5	444	48	152	165	79	4	2	1	3	10.81%	34.23%	37.16%	17.79%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19002	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	412	5	407	46	155	132	74	4	1	2	3	11.30%	38.08%	32.43%	18.18%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19003	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	453	7	446	66	147	147	86	4	1	1	3	14.80%	32.96%	32.96%	19.28%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19004	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	574	7	567	69	202	194	102	4	1	2	3	12.17%	35.63%	34.22%	17.99%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19005	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	377	2	375	42	156	108	69	4	1	2	3	11.20%	41.60%	28.80%	18.40%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19006	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	375	0	375	31	136	141	67	4	2	1	3	8.27%	36.27%	37.60%	17.87%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19007	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	343	1	342	48	113	109	72	4	1	2	3	14.04%	33.04%	31.87%	21.05%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19008	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	492	6	486	43	183	155	105	4	1	2	3	8.85%	37.65%	31.89%	21.60%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19009	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	512	5	507	58	180	163	106	4	1	2	3	11.44%	35.50%	32.15%	20.91%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19010	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	395	1	394	38	162	121	73	4	1	2	3	9.64%	41.12%	30.71%	18.53%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19011	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	372	3	369	37	137	118	77	4	1	2	3	10.03%	37.13%	31.98%	20.87%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19012	ΚΟΥΜΟΥΝΔΟΥΡΟΥ & ΑΝΘΙΜΟΥ ΓΑΖΗ 	ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΟΥΗΛ	373	4	369	36	131	133	69	4	2	1	3	9.76%	35.50%	36.04%	18.70%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19013	ΓΙΑΝΝΟΥΛΗ	1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ	368	0	368	33	145	95	95	4	1	2	2	8.97%	39.40%	25.82%	25.82%
PTH	22	ΛΑΡΙΣΗΣ	ΛΑΡΙΣΑΙΩΝ	19014	ΚΟΙΛΑΔΑ	ΓΥΜΝΑΣΙΟ 	179	1	178	14	68	56	40	4	1	2	3	7.87%	38.20%	31.46%	22.47%
PTH	22	ΛΑΡΙΣΗΣ	ΑΓΙΑΣ	19015	25ης ΜΑΡΤΙΟΥ 20	ΚΕΠ	283	2	281	14	158	54	55	4	1	3	2	4.98%	56.23%	19.22%	19.57%
PTH	22	ΛΑΡΙΣΗΣ	ΑΓΙΑΣ	19017	ΟΜΟΛΙΟ	ΚΕΠ	102	1	101	7	37	13	44	4	2	3	1	6.93%	36.63%	12.87%	43.56%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19018	ΕΛΑΣΣΟΝΑ	ΚΕΔΕ	197	3	194	8	86	59	41	4	1	2	3	4.12%	44.33%	30.41%	21.13%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19019	ΕΛΑΣΣΟΝΑ	ΚΕΔΕ	301	3	298	6	124	86	82	4	1	2	3	2.01%	41.61%	28.86%	27.52%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19020	ΕΛΑΣΣΟΝΑ	ΚΕΔΕ	237	1	236	9	91	72	64	4	1	2	3	3.81%	38.56%	30.51%	27.12%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19021	ΚΡΑΝΙΑ	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	426	5	421	16	289	26	90	4	1	3	2	3.80%	68.65%	6.18%	21.38%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19022	ΛΙΒΑΔΙ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	180	0	180	6	78	40	56	4	1	3	2	3.33%	43.33%	22.22%	31.11%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19023	ΒΕΡΔΙΚΟΥΣΣΑ	ΠΡΩΗΝ ΚΟΙΝΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	135	0	135	4	33	17	81	4	2	3	1	2.96%	24.44%	12.59%	60.00%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19024	ΒΛΑΧΟΓΙΑΝΝΙ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	181	1	180	10	67	32	71	4	2	3	1	5.56%	37.22%	17.78%	39.44%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19025	ΚΑΛΛΙΘΕΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	216	0	216	7	51	55	103	4	3	2	1	3.24%	23.61%	25.46%	47.69%
PTH	22	ΛΑΡΙΣΗΣ	ΕΛΑΣΣΟΝΑΣ	19026	ΣΑΡΑΝΤΑΠΟΡΟ	"ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ ""ΧΑΝΙ ΧΑΤΖΗΓΩΓΟΥ"""	202	0	202	2	87	35	78	4	1	3	2	0.99%	43.07%	17.33%	38.61%
PTH	22	ΛΑΡΙΣΗΣ	ΚΙΛΕΛΕΡ	19027	ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ 4 Α	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ 	313	2	311	27	123	59	102	4	1	3	2	8.68%	39.55%	18.97%	32.80%
PTH	22	ΛΑΡΙΣΗΣ	ΚΙΛΕΛΕΡ	19028	ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ 4 Α	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ 	279	4	275	24	111	92	48	4	1	2	3	8.73%	40.36%	33.45%	17.45%
PTH	22	ΛΑΡΙΣΗΣ	ΚΙΛΕΛΕΡ	19029	ΠΛΑΤΥΚΑΜΠΟΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	183	1	182	23	73	39	47	4	1	3	2	12.64%	40.11%	21.43%	25.82%
PTH	22	ΛΑΡΙΣΗΣ	ΚΙΛΕΛΕΡ	19030	ΠΛΑΤΥΚΑΜΠΟΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	188	1	187	10	88	28	61	4	1	3	2	5.35%	47.06%	14.97%	32.62%
PTH	22	ΛΑΡΙΣΗΣ	ΤΕΜΠΩΝ	19031	ΠΥΡΓΕΤΟΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	123	1	122	6	74	22	20	4	1	2	3	4.92%	60.66%	18.03%	16.39%
PTH	22	ΛΑΡΙΣΗΣ	ΤΕΜΠΩΝ	19032	ΣΥΚΟΥΡΙ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	222	0	222	13	84	52	73	4	1	3	2	5.86%	37.84%	23.42%	32.88%
PTH	22	ΛΑΡΙΣΗΣ	ΤΕΜΠΩΝ	19033	ΜΑΚΡΥΧΩΡΙ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	194	1	193	4	87	46	56	4	1	3	2	2.07%	45.08%	23.83%	29.02%
PTH	22	ΛΑΡΙΣΗΣ	ΤΥΡΝΑΒΟΥ	19034	ΕΙΣΟΔΟΣ ΠΟΛΕΩΣ ΤΥΡΝΑΒΟΥ	ΕΜΜΑΝΟΥΗΛΕΙΟ	487	1	486	31	212	83	160	4	1	3	2	6.38%	43.62%	17.08%	32.92%
PTH	22	ΛΑΡΙΣΗΣ	ΤΥΡΝΑΒΟΥ	19035	ΑΜΠΕΛΩΝΑΣ	ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ (ΠΛΗΣΙΟΝ ΚΕΝΤΡΟΥ ΥΓΕΙΑΣ)	333	0	333	8	143	65	117	4	1	3	2	2.40%	42.94%	19.52%	35.14%
PTH	22	ΛΑΡΙΣΗΣ	ΦΑΡΣΑΛΩΝ	19036	ΠΛΑΤΕΙΑ ΔΗΜΑΡΧΕΙΟΥ ΦΑΡΣΑΛΩΝ	ΚΑΠΗ	457	4	453	17	215	122	99	4	1	2	3	3.75%	47.46%	26.93%	21.85%
PTH	22	ΛΑΡΙΣΗΣ	ΦΑΡΣΑΛΩΝ	19037	ΠΛΑΤΕΙΑ ΔΗΜΑΡΧΕΙΟΥ ΦΑΡΣΑΛΩΝ	ΚΑΠΗ	378	2	376	16	134	90	136	4	2	3	1	4.26%	35.64%	23.94%	36.17%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20001	ΜΑΚΡΥΝΙΤΣΗΣ 14	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	481	7	474	48	215	134	77	4	1	2	3	10.13%	45.36%	28.27%	16.24%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20002	ΜΑΚΡΥΝΙΤΣΗΣ 14	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	431	4	427	49	205	103	70	4	1	2	3	11.48%	48.01%	24.12%	16.39%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20003	ΜΑΚΡΥΝΙΤΣΗΣ 14	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	533	5	528	58	236	149	85	4	1	2	3	10.98%	44.70%	28.22%	16.10%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20004	ΜΑΚΡΥΝΙΤΣΗΣ 14	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	485	2	483	44	213	124	102	4	1	2	3	9.11%	44.10%	25.67%	21.12%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20005	ΜΑΚΡΥΝΙΤΣΗΣ 14	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	553	9	544	52	232	148	112	4	1	2	3	9.56%	42.65%	27.21%	20.59%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20006	ΑΓΡΙΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	295	1	294	45	121	73	55	4	1	2	3	15.31%	41.16%	24.83%	18.71%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20007	ΝΕΑ ΑΓΧΙΑΛΟΣ 	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	395	1	394	13	136	130	115	4	1	2	3	3.30%	34.52%	32.99%	29.19%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20008	ΝΕΑ ΙΩΝΙΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	365	1	364	27	168	98	71	4	1	2	3	7.42%	46.15%	26.92%	19.51%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20009	ΝΕΑ ΙΩΝΙΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	339	2	337	37	153	81	66	4	1	2	3	10.98%	45.40%	24.04%	19.58%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20010	ΑΡΤΕΜΙΔΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	151	6	145	12	65	37	31	4	1	2	3	8.28%	44.83%	25.52%	21.38%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΒΟΛΟΥ	20011	ΠΟΡΤΑΡΙΑ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	100	2	98	12	31	26	29	4	1	3	2	12.24%	31.63%	26.53%	29.59%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΑΛΜΥΡΟΥ	20012	ΑΛΜΥΡΟΣ	ΕΡΓΑΤΙΚΟ ΚΕΝΤΡΟ	476	6	470	36	227	107	100	4	1	2	3	7.66%	48.30%	22.77%	21.28%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΑΛΜΥΡΟΥ	20013	ΠΤΕΛΕΟΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	134	1	133	5	59	20	49	4	1	3	2	3.76%	44.36%	15.04%	36.84%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΑΛΜΥΡΟΥ	20014	ΣΟΥΡΠΗ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	254	4	250	15	126	37	72	4	1	3	2	6.00%	50.40%	14.80%	28.80%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΑΛΜΥΡΟΥ	20015	ΑΝΑΒΡΑ	ΚΟΙΝΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	52	0	52	1	13	18	20	4	3	2	1	1.92%	25.00%	34.62%	38.46%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ	20016	ΖΑΓΟΡΑ	ΔΗΜΑΡΧΕΙΟ	74	1	73	4	21	7	41	4	2	3	1	5.48%	28.77%	9.59%	56.16%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ	20017	ΜΟΥΡΕΣΙ	ΚΟΙΝΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	90	1	89	9	45	19	16	4	1	2	3	10.11%	50.56%	21.35%	17.98%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΝΟΤΙΟΥΠΗΛΙΟΥ	20018	ΜΗΛΙΕΣ	ΠΡΩΗΝ ΚΟΝΟΤΙΚΟ ΓΡΑΦΕΙΟ ΑΝΩ ΓΑΤΖΕΑΣ 	116	1	115	3	65	34	13	4	1	2	3	2.61%	56.52%	29.57%	11.30%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΝΟΤΙΟΥΠΗΛΙΟΥ	20019	ΑΡΓΑΛΑΣΤΗ	ΚΕΓΕ	128	0	128	8	86	19	15	4	1	2	3	6.25%	67.19%	14.84%	11.72%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΡΗΓΑΦΕΡΑΙΟΥ	20020	ΒΕΛΕΣΤΙΝΟ	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	432	1	431	30	178	101	122	4	1	3	2	6.96%	41.30%	23.43%	28.31%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΡΗΓΑΦΕΡΑΙΟΥ	20021	ΣΤΕΦΑΝΟΒΙΚΕΙΟ	ΚΕΠ 	189	1	188	9	102	27	50	4	1	3	2	4.79%	54.26%	14.36%	26.60%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΑΛΟΝΝΗΣΟΥ	20022	ΑΛΟΝΗΣΟΣ	ΔΗΜΑΡΧΕΙΟ	33	0	33	2	10	17	4	4	2	1	3	6.06%	30.30%	51.52%	12.12%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΣΚΙΑΘΟΥ	20023	ΣΚΙΑΘΟΣ	ΚΕΠ	178	1	177	18	86	45	28	4	1	2	3	10.17%	48.59%	25.42%	15.82%
PTH	23	ΜΑΓΝΗΣΙΑΣ	ΣΚΟΠΕΛΟΥ	20024	ΣΚΟΠΕΛΟΣ	ΔΗΜΑΡΧΕΙΟ	101	2	99	5	55	25	14	4	1	2	3	5.05%	55.56%	25.25%	14.14%
PTH	24	ΤΡΙΚΑΛΩΝ	ΚΑΛΑΜΠΑΚΑΣ	21001	ΚΑΛΑΜΠΑΚΑΣ-ΙΩΑΝΝΙΝΩΝ	ΕΚΘΕΣΙΑΚΟ ΚΕΝΤΡΟ	368	1	367	14	192	76	85	4	1	3	2	3.81%	52.32%	20.71%	23.16%
PTH	24	ΤΡΙΚΑΛΩΝ	ΚΑΛΑΜΠΑΚΑΣ	21002	ΚΑΛΑΜΠΑΚΑΣ-ΙΩΑΝΝΙΝΩΝ	ΕΚΘΕΣΙΑΚΟ ΚΕΝΤΡΟ	360	1	359	16	193	62	88	4	1	3	2	4.46%	53.76%	17.27%	24.51%
PTH	24	ΤΡΙΚΑΛΩΝ	ΚΑΛΑΜΠΑΚΑΣ	21003	ΧΡΥΣΟΜΗΛΙΑ	ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΡΥΣΟΜΗΛΙΑΣ	121	0	121	0	79	23	19	4	1	2	3	0.00%	65.29%	19.01%	15.70%
PTH	24	ΤΡΙΚΑΛΩΝ	ΚΑΛΑΜΠΑΚΑΣ	21004	ΧΑΣΙΑ	"ΕΞΟΧΙΚΟ ΚΕΝΤΡΟ, ""ΜΠΕΛΛΟΣ"""	230	0	230	7	73	22	128	4	2	3	1	3.04%	31.74%	9.57%	55.65%
PTH	24	ΤΡΙΚΑΛΩΝ	ΠΥΛΗΣ	21005	ΠΥΛΗ	ΚΕΠ 	307	0	307	16	151	72	68	4	1	2	3	5.21%	49.19%	23.45%	22.15%
PTH	24	ΤΡΙΚΑΛΩΝ	ΠΥΛΗΣ	21006	ΕΛΑΤΗ	ΚΕΠ	108	3	105	6	61	14	24	4	1	3	2	5.71%	58.10%	13.33%	22.86%
PTH	24	ΤΡΙΚΑΛΩΝ	ΠΥΛΗΣ	21007	ΛΥΓΑΡΙΑ	ΚΕΠ	235	2	233	11	118	45	59	4	1	3	2	4.72%	50.64%	19.31%	25.32%
PTH	24	ΤΡΙΚΑΛΩΝ	ΠΥΛΗΣ	21008	ΦΗΚΗ	ΚΕΠ 	259	0	259	15	86	32	126	4	2	3	1	5.79%	33.20%	12.36%	48.65%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21009	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	436	0	436	26	181	116	113	4	1	2	3	5.96%	41.51%	26.61%	25.92%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21010	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	326	4	322	15	138	80	89	4	1	3	2	4.66%	42.86%	24.84%	27.64%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21011	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	397	3	394	31	169	107	87	4	1	2	3	7.87%	42.89%	27.16%	22.08%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21012	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	415	10	405	26	182	103	94	4	1	2	3	6.42%	44.94%	25.43%	23.21%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21013	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	512	7	505	29	219	118	139	4	1	3	2	5.74%	43.37%	23.37%	27.52%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21014	ΑΣΚΛΗΠΙΟΥ 18 ΚΕΝΤΡΟ ΤΡΙΚΑΛΩΝ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	474	9	465	28	189	125	123	4	1	2	3	6.02%	40.65%	26.88%	26.45%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21015	ΠΡΙΝΟΣ	ΚΕΠ 	194	0	194	3	90	41	60	4	1	3	2	1.55%	46.39%	21.13%	30.93%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21016	ΜΕΓΑΛΟΧΩΡΙ	ΚΕΠ 	293	1	292	22	100	54	116	4	2	3	1	7.53%	34.25%	18.49%	39.73%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21017	ΠΑΛΑΙΟΚΑΣΤΡΟ	ΚΕΠ 	140	1	139	5	69	24	41	4	1	3	2	3.60%	49.64%	17.27%	29.50%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21018	ΜΙΚΡΟ ΚΕΦΑΛΟΒΡΥΣΟ	ΚΕΠ 	228	0	228	10	120	26	72	4	1	3	2	4.39%	52.63%	11.40%	31.58%
PTH	24	ΤΡΙΚΑΛΩΝ	ΤΡΙΚΚΑΙΩΝ	21019	ΜΕΓΑΛΑ ΚΑΛΥΒΙΑ	ΚΕΠ 	128	8	120	7	44	23	46	4	2	3	1	5.83%	36.67%	19.17%	38.33%
PTH	24	ΤΡΙΚΑΛΩΝ	ΦΑΡΚΑΔΟΝΑΣ	21020	ΦΑΡΚΑΔΟΝΑ	ΚΑΤΑΣΤΗΜΑ ΠΕΡΚΑΣ	426	0	426	7	144	74	201	4	2	3	1	1.64%	33.80%	17.37%	47.18%
PTH	24	ΤΡΙΚΑΛΩΝ	ΦΑΡΚΑΔΟΝΑΣ	21021	ΟΙΧΑΛΙΑ	ΚΕΠ 	325	2	323	14	112	65	132	4	2	3	1	4.33%	34.67%	20.12%	40.87%
PTH	25	ΚΑΡΔΙΤΣΗΣ	ΚΑΡΔΙΤΣΑΣ	18001	ΑΙΘΡΙΟ ΑΓΟΡΑΣ	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΗΣ ΑΓΟΡΑΣ	373	5	368	25	191	89	63	4	1	2	3	6.79%	51.90%	24.18%	17.12%
PTH	25	ΚΑΡΔΙΤΣΗΣ	ΚΑΡΔΙΤΣΑΣ	18002	ΑΙΘΡΙΟ ΑΓΟΡΑΣ	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΗΣ ΑΓΟΡΑΣ	512	2	510	23	260	144	83	4	1	2	3	4.51%	50.98%	28.24%	16.27%
PTH	25	ΚΑΡΔΙΤΣΗΣ	ΚΑΡΔΙΤΣΑΣ	18003	ΑΙΘΡΙΟ ΑΓΟΡΑΣ	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΗΣ ΑΓΟΡΑΣ	360	5	355	15	192	87	61	4	1	2	3	4.23%	54.08%	24.51%	17.18%
